=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     ADDER    Jul 29 08:53:47 EDT 2025   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                            | Latches | Gates       | Nets | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     182 (182) (0 property flop bits)   4 (4)     3394 (3394)   6920   13      1648        950             0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[589]   U1113.I                                         Dangerous
[590]   U1113.ZN                                        Dangerous
[591]   U1114.A1                                        Dangerous
[592]   U1114.A2                                        Dangerous
[593]   U1114.B1                                        Dangerous
[594]   U1114.B2                                        Dangerous
[595]   U1114.ZN                                        Dangerous
[596]   U1114.i_0                                       Dangerous
[597]   U1114.i_1                                       Dangerous
[598]   U1114.i_2                                       Dangerous
[599]   U1115.A1                                        Dangerous
[600]   U1115.A2                                        Dangerous
[601]   U1115.Z                                         Dangerous
[602]   U1115.i_18                                      Dangerous
[603]   U1115.i_19                                      Dangerous
[604]   U1115.i_20                                      Dangerous
[605]   U1115.i_21                                      Dangerous
[606]   U1116.A1                                        Dangerous
[607]   U1116.A2                                        Dangerous
[608]   U1116.ZN                                        Dangerous
[609]   U1116.i_12                                      Dangerous
[610]   U1117.I                                         Dangerous
[611]   U1117.ZN                                        Dangerous
[612]   U1118.A1                                        Dangerous
[613]   U1118.A2                                        Dangerous
[614]   U1118.ZN                                        Dangerous
[615]   U1118.i_24                                      Dangerous
[616]   U1119.A1                                        Dangerous
[617]   U1119.A2                                        Dangerous
[618]   U1119.B1                                        Dangerous
[619]   U1119.B2                                        Dangerous
[620]   U1119.ZN                                        Dangerous
[621]   U1119.i_0                                       Dangerous
[622]   U1119.i_1                                       Dangerous
[623]   U1119.i_2                                       Dangerous
[624]   U1120.A1                                        Dangerous
[625]   U1120.A2                                        Dangerous
[626]   U1120.Z                                         Dangerous
[627]   U1120.i_18                                      Dangerous
[628]   U1120.i_19                                      Dangerous
[629]   U1120.i_20                                      Dangerous
[630]   U1120.i_21                                      Dangerous
[631]   U1121.I                                         Dangerous
[632]   U1121.ZN                                        Dangerous
[633]   U1122.A1                                        Dangerous
[634]   U1122.A2                                        Dangerous
[635]   U1122.B1                                        Dangerous
[636]   U1122.B2                                        Dangerous
[637]   U1122.ZN                                        Dangerous
[638]   U1122.i_0                                       Dangerous
[639]   U1122.i_1                                       Dangerous
[640]   U1122.i_2                                       Dangerous
[641]   U1123.I                                         Dangerous
[642]   U1123.ZN                                        Dangerous
[643]   U1124.A1                                        Dangerous
[644]   U1124.A2                                        Dangerous
[645]   U1124.ZN                                        Dangerous
[646]   U1124.i_24                                      Dangerous
[647]   U1125.I                                         Dangerous
[648]   U1125.ZN                                        Dangerous
[649]   U1126.A1                                        Dangerous
[650]   U1126.A2                                        Dangerous
[651]   U1126.B                                         Dangerous
[652]   U1126.ZN                                        Dangerous
[653]   U1126.i_0                                       Dangerous
[654]   U1126.i_1                                       Dangerous
[655]   U1127.A1                                        Dangerous
[656]   U1127.A2                                        Dangerous
[657]   U1127.ZN                                        Dangerous
[658]   U1127.i_12                                      Dangerous
[659]   U1128.A1                                        Dangerous
[660]   U1128.A2                                        Dangerous
[661]   U1128.ZN                                        Dangerous
[662]   U1128.i_12                                      Dangerous
[663]   U1129.A1                                        Dangerous
[664]   U1129.A2                                        Dangerous
[665]   U1129.ZN                                        Dangerous
[666]   U1129.i_24                                      Dangerous
[667]   U1130.A1                                        Dangerous
[668]   U1130.A2                                        Dangerous
[669]   U1130.B                                         Dangerous
[670]   U1130.ZN                                        Dangerous
[671]   U1130.i_0                                       Dangerous
[672]   U1130.i_1                                       Dangerous
[673]   U1131.A1                                        Dangerous
[674]   U1131.A2                                        Dangerous
[675]   U1131.Z                                         Dangerous
[676]   U1131.i_18                                      Dangerous
[677]   U1131.i_19                                      Dangerous
[678]   U1131.i_20                                      Dangerous
